1	0.171518
2	0.088560
3	0.060362
4	0.046643
5	0.038488
6	0.032985
7	0.028910
8	0.025680
9	0.022991
10	0.020682
11	0.018658
12	0.016861
13	0.015254
14	0.013809
15	0.012506
16	0.011327
17	0.010261
18	0.009294
19	0.008419
20	0.007625
21	0.006905
22	0.006252
23	0.005661
24	0.005125
25	0.004639
26	0.004199
27	0.003800
28	0.003439
29	0.003112
30	0.002816
31	0.002548
32	0.002305
33	0.002085
34	0.001887
35	0.001707
36	0.001544
37	0.001397
38	0.001264
39	0.001143
40	0.001034
41	0.000935
42	0.000846
43	0.000765
44	0.000692
45	0.000626
46	0.000566
47	0.000512
48	0.000463
49	0.000419
50	0.000379
51	0.000343
52	0.000310
53	0.000281
54	0.000254
55	0.000230
56	0.000208
57	0.000188
58	0.000170
59	0.000154
60	0.000139
61	0.000126
62	0.000114
63	0.000103
64	0.000093
65	0.000084
66	0.000076
67	0.000069
68	0.000062
69	0.000056
70	0.000051
71	0.000046
72	0.000042
73	0.000038
74	0.000034
75	0.000031
76	0.000028
77	0.000025
78	0.000023
79	0.000021
80	0.000019
81	0.000017
82	0.000015
83	0.000014
84	0.000012
85	0.000011
86	0.000010
87	0.000009
88	0.000008
89	0.000008
90	0.000007
91	0.000006
92	0.000006
93	0.000005
94	0.000005
95	0.000004
96	0.000004
97	0.000003
98	0.000003
99	0.000003
100	0.000003
101	0.000002
102	0.000002
103	0.000002
104	0.000002
105	0.000002
106	0.000001
107	0.000001
108	0.000001
109	0.000001
110	0.000001
111	0.000001
112	0.000001
113	0.000001
114	0.000001
115	0.000001
116	0.000001
117	0.000000
118	0.000000
119	0.000000
120	0.000000
121	0.000000
122	0.000000
123	0.000000
124	0.000000
125	0.000000
126	0.000000
127	0.000000
128	0.000000
129	0.000000
130	0.000000
131	0.000000
132	0.000000
133	0.000000
134	0.000000
135	0.000000
136	0.000000
137	0.000000
138	0.000000
139	0.000000
140	0.000000
141	0.000000
142	0.000000
143	0.000000
144	0.000000
145	0.000000
146	0.000000
147	0.000000
148	0.000000
149	0.000000
150	0.000000
151	0.000000
152	0.000000
153	0.000000
154	0.000000
155	0.000000
156	0.000000
